NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
tangerang selatan,pondokaren,6.692,8.425,35.48,28.61,Built-up,0.355,0.18,29.857,2023,8,0,-6.2664,106.7114
jakarta timur,makasar,58.334,111.869,40.08,25.658,Built-up,0.304,0.16,40.603,2024,1,0,-6.2663,106.8911
jakarta selatan,pancoran,31.952,70.97,37.94,25.372,Built-up,0.248,0.19,40.51,2021,12,0,-6.2553,106.8436
tangerang,kosambi,11.997,24.073,40.2,3.034,Built-up,0.282,0.058,36.815,2020,10,0,-6.0809,106.685
Pati,jakenan,34.257,62.452,32.87,11.881,Unknown,0.591,0.132,37.2,2022,3,1,-6.7638,111.1305
Kota Serang,serang,32.618,57.407,31.87444444444445,25.382,Unknown,0.432,0.264,38.079,2023,3,1,-6.1117,106.164
tangerang selatan,setu,71.416,133.482,36.2,54.164,Tree cover,0.432,0.359,39.921,2023,11,0,-6.3637,107.0373
Aceh Barat,johanpahlawan,46.307,141.64,30.17,15.09,Tree Cover,0.733,0.286,32.79125,2021,12,1,4.1892,96.1194
jakarta barat,grogolpetamburan,14.008,39.778,34.56,6.01,Built-up,0.218,0.06,34.955,2024,7,0,-6.1634,106.7865
Kota Semarang,pedurungan,68.302,133.712,32.31,14.783,Unknown,0.35,0.238,42.181,2020,2,1,-7.0022,110.474
bogor,parungpanjang,4.55,5.344,34.94,65.388,Tree cover,0.524,0.569,21.878,2023,9,0,-6.3768,106.5551
kota bekasi,bekasiselatan,17.628,36.744,36.41,22.99,Built-up,0.326,0.103,39.611,2022,6,0,-6.2582,106.9778
tangerang,sukadiri,18.706,36.957,32.02,4.864,Cropland,0.415,0.063,35.281,2021,8,0,-6.0699,106.559
Konawe Utara,lembo,63.568,78.868,26.27,200.978,Tree Cover,0.652,3.5,38.108,2021,7,1,-3.783,122.3265
jakarta pusat,joharbaru,21.113,41.963,40.22,8.969,Built-up,0.182,0.076,37.559,2022,4,0,-6.1821,106.8546
jakarta utara,cilincing,18.898,40.58,36.93,3.19,Built-up,0.316,0.068,37.559,2022,4,0,-6.1243,106.9421
bekasi,sukakarya,36.915,73.266,30.24,5.911,Cropland,0.49,0.05,38.036,2024,3,0,-6.1449,107.1856
Cilacap,wanareja,30.618,68.686,26.5,232.928,Unknown,0.558,3.055,34.481,2022,8,1,-7.306,108.6814
jakarta selatan,pasarminggu,68.881,121.899,39.0,35.89,Built-up,0.311,0.23,41.387,2021,11,1,-6.2908,106.8293
bogor,tanjungsari,13.613,30.888,28.12,362.528,Tree cover,0.814,5.549,35.011,2020,6,0,-6.6115,107.1406
bekasi,cibarusah,63.774,92.039,31.09,52.034,Cropland,0.597,0.394,37.163,2020,1,0,-6.434,107.1108
bogor,sukajaya,137.628,202.414,28.26,847.126,Tree cover,0.615,5.604,38.637,2022,11,0,-6.6313,106.4705
bogor,tanjungsari,13.263,40.005,28.52,362.528,Tree cover,0.778,5.549,35.095,2024,5,0,-6.6115,107.1406
Pandeglang,menes,128.687,264.051,18.57,101.851,Unknown,0.445,1.093,38.809,2024,12,1,-6.3808,105.9238
Jember,tempurejo,105.39,170.281,27.61,283.529,Unknown,0.702,5.311,30.37,2024,12,1,-8.4118,113.7639
kota tangerang,karangtengah,14.132,30.059,35.82,13.076,Built-up,0.36,0.156,35.281,2021,8,0,-6.2101,106.7097
Pidie,delima,96.319,214.995,29.64,18.106,Cropland,0.603,0.262,30.857,2023,1,1,5.3369,95.8997
bekasi,pebayuran,14.374,31.318,32.0,7.055,Cropland,0.355,0.061,32.62,2020,7,0,-6.1593,107.2485
Melawi,pinohselatan,63.025,130.137,24.67,281.655,Unknown,0.673,3.59,35.724,2022,12,1,-0.5892,111.8618
Demak,dempet,54.261,138.711,31.99,11.272,Unknown,0.334,0.073,40.333,2024,3,1,-6.9589,110.7394
kota bekasi,rawalumbu,45.313,66.228,37.82,27.96,Built-up,0.255,0.131,40.608,2024,2,0,-6.2812,106.9942
kota tangerang,benda,35.314,55.584,39.43,8.372,Built-up,0.208,0.098,37.68,2022,10,0,-6.13,106.6657
tangerang,panongan,37.939,62.143,30.22,36.953,Tree cover,0.507,0.192,41.372,2024,2,0,-6.2789,106.5262
bogor,babakanmadang,85.461,136.08,29.36,501.913,Tree cover,0.457,5.001,39.358,2020,2,0,-6.5917,106.902
bogor,rumpin,116.607,197.951,32.51,152.23,Tree cover,0.649,1.981,40.673,2022,11,0,-6.4596,106.6311
Pidie,keumala,116.226,281.094,26.57,139.62,Unknown,0.712,2.526,36.327,2023,1,1,5.2235,95.8649
bogor,cijeruk,44.384,71.404,28.28,717.352,Tree cover,0.719,7.732,36.239,2024,10,0,-6.686,106.7843
bekasi,tambunutara,6.235,7.964,34.39,8.214,Built-up,0.397,0.091,25.152,2023,8,0,-6.1927,107.0611
bogor,nanggung,46.229,63.238,25.02,848.241,Tree cover,0.672,5.957,38.47,2021,3,0,-6.6725,106.5377
jakarta timur,kramatjati,34.595,51.904,40.24,30.295,Built-up,0.319,0.152,41.328,2020,3,0,-6.2763,106.8654
Kupang,amarasi,51.773,110.354,24.85,318.948,Tree Cover,0.713,3.333,37.711,2021,2,1,-10.2166,123.8824
Kapuas,timpah,59.889,104.923,26.47,58.033,Unknown,0.593,0.265,23.672,2024,1,1,-1.5774,114.5493
Luwu Utara,baebunta,77.211,125.873,26.81,131.533,Unknown,0.7,1.719,33.052,2022,8,1,-2.6401,120.2733
Bima,sape,22.809,35.769,30.0,227.449,Unknown,0.663,4.435,26.959,2024,2,1,-8.5222,119.0104
Grobogan,pulokulon,46.6,120.405,30.81,70.489,Tree Cover,0.689,0.469,41.234,2024,2,1,-7.1672,111.0544
Pinrang,tiroang,44.623,83.141,30.76,16.71,Unknown,0.584,0.132,36.462,2020,1,1,-3.8131,119.7149
Kuningan,hantara,68.931,105.303,27.89,522.423,Tree Cover,0.606,6.22,42.442,2020,2,1,-7.0644,108.4538
Sukamara,sukamara,51.421,64.055,27.72,19.747,Tree Cover,0.707,0.218,32.434,2024,3,1,-2.6042,111.2312
bogor,citeureup,50.664,93.056,34.4,229.087,Tree cover,0.459,2.772,39.756,2021,12,0,-6.525,106.8924
tangerang,sukadiri,33.349,87.361,32.73,4.864,Cropland,0.363,0.063,37.087,2023,1,0,-6.0699,106.559
bekasi,tambelang,38.167,61.846,28.97,5.555,Cropland,0.358,0.072,38.207,2022,2,0,-6.167,107.1273
Bojonegoro,ngraho,62.64,113.342,29.88,65.191,Tree Cover,0.548,0.58,37.131,2022,10,1,-7.2561,111.5405
Serang,kragilan,69.725,116.812,29.2,17.36,Unknown,0.38,0.166,39.32,2021,2,1,-6.1431,106.2752
Indramayu,sukra,77.559,116.085,29.6,5.687,Unknown,0.343,0.083,39.568,2021,2,1,-6.2911,107.948
Buton Utara,kambowa,35.105,83.831,23.71,209.133,Unknown,0.635,3.41,36.297,2024,5,1,-5.039,122.9176
bekasi,cibitung,0.968,1.527,37.16,14.027,Cropland,0.406,0.106,17.981,2023,9,0,-6.2357,107.1004
Kotawaringin Barat,kotawaringinlama,70.447,164.139,26.34,26.701,Unknown,0.698,0.22,30.647,2022,6,1,-2.4713,111.4168
tangerang,gunungkaler,68.245,139.488,28.97,8.194,Cropland,0.265,0.068,37.613,2020,1,0,-6.0957,106.3742
Aceh Tenggara,lawesumur,39.768,63.844,23.65,894.787,Unknown,0.693,9.483,37.47,2024,12,1,3.4784,97.8848
bekasi,tarumajaya,33.249,72.181,32.14,2.309,Cropland,0.248,0.051,37.881,2020,12,0,-6.1219,106.9975
tangerang,mauk,46.491,81.171,30.26,3.228,Cropland,0.464,0.07,38.84,2024,4,0,-6.058,106.5207
depok,cipayung,30.974,87.68,35.14,106.638,Built-up,0.466,0.3,39.909,2023,5,0,-6.4297,106.8028
Kendal,pegandon,76.112,142.69,31.23,38.193,Unknown,0.685,0.637,42.342,2020,2,1,-7.0014,110.1593
jakarta barat,grogolpetamburan,19.081,50.227,38.64,6.01,Built-up,0.201,0.06,37.312,2021,4,0,-6.1634,106.7865
depok,cilodong,41.621,73.304,35.28,106.017,Built-up,0.482,0.295,40.171,2021,5,0,-6.4303,106.8379
bekasi,muaragembong,11.193,33.569,29.21,1.597,Permanent water bodies,0.447,0.046,32.305,2023,7,0,-6.0033,107.0499
Tabalong,kelua,54.419,79.563,29.59,18.671,Unknown,0.641,0.143,32.172,2020,3,1,-2.2566,115.291
bogor,nanggung,39.717,148.042,26.05,848.241,Tree cover,0.791,5.957,32.851,2020,8,0,-6.6725,106.5377
bogor,cigombong,18.9,40.937,27.17,688.475,Tree cover,0.719,4.624,35.466,2021,7,0,-6.7461,106.8128
bekasi,karangbahagia,34.17,48.009,32.95,10.334,Cropland,0.536,0.08,38.019,2024,4,0,-6.2172,107.197
jakarta selatan,kebayoranbaru,22.598,49.379,37.84,22.272,Built-up,0.37,0.16,38.293,2021,4,0,-6.2447,106.8014
Sidenreng Rappang,baranti,27.617,103.492,27.45,21.592,Unknown,0.721,0.168,27.663,2023,7,1,-3.8355,119.7751
jakarta barat,kembangan,8.551,15.969,35.66,10.349,Built-up,0.339,0.126,34.175,2024,8,0,-6.1982,106.7418
bekasi,tambunutara,36.686,83.239,39.01,8.214,Built-up,0.388,0.091,35.536,2020,11,1,-6.1927,107.0611
kota bekasi,medansatria,19.33,30.194,41.0,10.53,Built-up,0.229,0.136,37.142,2020,10,0,-6.1989,106.9836
tangerang,mekarbaru,16.354,46.012,31.9,4.93,Cropland,0.411,0.066,30.847,2024,9,0,-6.062,106.3871
Bandung,soreang,45.504,68.549,30.96666666666667,804.57,Unknown,0.407,3.151,33.868,2021,1,1,-7.0409,107.5188
Pidie,mutiaratimur,36.976,96.151,32.34,27.998,Unknown,0.513,0.256,32.727,2024,11,1,5.2561,95.9877
bekasi,cikarangtimur,26.834,49.59,33.65,15.164,Cropland,0.513,0.085,37.903,2022,4,0,-6.2885,107.209
Tasikmalaya,cisayong,67.703,122.697,24.67,748.72,Unknown,0.376,5.313,30.422,2022,9,1,-7.2433,108.1339
Badung,mengwi,22.523,57.058,30.68,126.507,Tree Cover,0.627,0.702,33.757,2023,4,1,-8.5633,115.1703
Sumbawa,lape,93.898,141.638,28.98,70.635,Unknown,0.644,2.325,39.384,2021,1,1,-8.5751,117.6484
tangerang,kemiri,32.471,75.079,29.8,5.064,Cropland,0.32,0.09,37.395,2020,12,0,-6.0878,106.4638
Banjar,martapuratimur,47.005,74.7,27.2,7.48,Unknown,0.356,0.065,31.648,2021,12,1,-3.359,114.8688
Wonogiri,ngadirojo,87.479,106.644,29.35,250.079,Unknown,0.674,1.361,41.55,2022,11,1,-7.827,111.0054
tangerang selatan,pamulang,37.347,73.571,39.33,59.039,Built-up,0.425,0.233,40.66,2023,4,0,-6.3395,106.7391
bekasi,bojongmangu,31.16,52.184,30.09,48.869,Tree cover,0.744,0.584,35.564,2021,5,0,-6.4389,107.1778
bogor,ciomas,119.206,215.607,34.39,268.719,Built-up,0.44,1.946,37.676,2023,11,0,-6.6095,106.762
jakarta timur,kramatjati,1.519,1.953,39.92,30.295,Built-up,0.271,0.152,30.248,2023,9,0,-6.2763,106.8654
Aceh Tenggara,bambel,42.261,62.891,25.97,848.137,Unknown,0.786,11.361,37.87,2024,8,1,3.439,97.9022
Enrekang,enrekang,75.928,118.517,28.82,392.685,Unknown,0.658,7.647,36.919,2022,10,1,-3.5089,119.778
kota tangerang,neglasari,21.457,60.617,36.31,11.542,Built-up,0.375,0.072,36.156,2021,9,0,-6.1429,106.6302
jakarta pusat,gambir,2.701,9.11,39.5,7.605,Built-up,0.237,0.061,33.061,2023,10,0,-6.1715,106.8181
Ketapang,manismata,91.517,144.172,28.81,26.706,Tree Cover,0.659,0.319,31.941,2022,10,1,-2.4545,111.0066
jakarta timur,ciracas,52.277,112.199,39.98,53.48,Built-up,0.311,0.263,40.506,2020,11,1,-6.3339,106.8784
jakarta selatan,kebayoranlama,13.14,24.882,37.08,25.395,Built-up,0.364,0.143,37.246,2021,7,0,-6.2495,106.7801
depok,cinere,39.608,66.979,37.64,54.274,Built-up,0.399,0.287,40.559,2022,3,0,-6.3315,106.7894
kota tangerang,periuk,13.566,25.461,36.57,12.531,Built-up,0.366,0.129,35.414,2021,7,0,-6.1675,106.5943
jakarta barat,kebonjeruk,18.997,42.639,33.48,10.059,Built-up,0.262,0.118,36.176,2024,6,0,-6.1895,106.7691
Rokan Hulu,rambah,60.806,93.533,27.87,215.068,Unknown,0.808,2.955,37.501,2024,12,1,0.8262,100.2607
Lebak,cimarga,55.273,95.336,28.04,79.069,Tree Cover,0.682,0.893,38.54,2020,1,1,-6.4532,106.222
Hulu Sungai Utara,amuntaiutara,55.829,67.963,30.03,13.348,Unknown,0.553,0.096,33.31,2023,3,1,-2.3757,115.2936
jakarta timur,pasarrebo,9.837,32.718,35.54,48.623,Built-up,0.37,0.252,38.068,2023,7,0,-6.3264,106.8573
Serang,jawilan,65.905,110.461,27.59,31.247,Tree Cover,0.516,0.242,39.372,2021,2,1,-6.2887,106.3435
Halmahera Tengah,wedautara,48.883,83.145,24.85,271.664,Unknown,0.518,3.818,27.687,2023,8,1,0.5054,128.2181
Pidie,glumpangbaro,34.087,86.088,32.51,13.313,Unknown,0.418,0.189,31.864500000000003,2024,11,1,5.28,96.0305
jakarta pusat,sawahbesar,62.569,123.404,34.91,7.059,Built-up,0.148,0.09,37.368,2022,1,0,-6.1539,106.8332
bogor,ciampea,75.568,119.556,30.57,212.619,Tree cover,0.539,1.34,38.633,2024,1,0,-6.5742,106.698
Pamekasan,pademawu,60.912,95.013,30.66,11.906,Cropland,0.46,0.265,39.139,2021,12,1,-7.1966,113.5155
Kebumen,padureso,88.72,110.667,28.37,139.046,Tree Cover,0.776,2.836,31.496,2022,3,1,-7.6325,109.7873
kota bekasi,rawalumbu,24.616,40.529,36.54,27.96,Built-up,0.357,0.131,38.563,2021,5,1,-6.2812,106.9942
Sumba Barat Daya,wewewabarat,87.728,181.563,25.7,347.857,Tree Cover,0.505,2.526,31.367,2023,2,1,-9.4889,119.1942
bekasi,tambunselatan,46.728,74.283,29.5,20.065,Built-up,0.238,0.152,37.526,2024,12,0,-6.2571,107.0543
kota bogor,tanahsareal,46.691,84.075,36.58,184.459,Built-up,0.362,0.639,37.591,2023,1,1,-6.5468,106.7855
Simeulue,simeuluetimur,82.784,212.256,28.2,84.736,Unknown,0.691,2.529,37.652,2020,7,1,2.4878,96.327
Hulu Sungai Selatan,loksado,52.677,88.915,25.9,438.653,Tree Cover,0.531,5.504,35.429,2021,1,1,-2.8063,115.4813
kota tangerang,batuceper,40.53,64.804,38.6,10.341,Built-up,0.291,0.068,38.411,2024,2,0,-6.1618,106.6703
tangerang selatan,ciputat,34.907,83.282,37.71,44.431,Built-up,0.301,0.212,40.439,2023,1,0,-6.3082,106.7277
Langkat,padangtualang,82.041,138.409,29.92,24.96,Tree Cover,0.49,0.351,34.85,2022,12,1,3.8143,98.3232
bekasi,sukakarya,55.745,85.655,34.93,5.911,Cropland,0.39,0.05,38.008,2022,11,0,-6.1449,107.1856
bekasi,cikarangselatan,12.708,45.422,34.15,41.443,Built-up,0.472,0.306,31.263,2023,7,0,-6.3385,107.1279
Bandung,cileunyi,42.934,82.875,30.24,789.53,Unknown,0.444,3.282,33.306,2022,1,1,-6.9328,107.7391
bekasi,cikarangpusat,67.501,132.606,31.47,34.68,Built-up,0.329,0.347,39.238,2020,2,1,-6.3596,107.1836
kota tangerang,jatiuwung,40.927,74.909,39.15,20.101,Built-up,0.211,0.172,37.552,2022,2,0,-6.198,106.5753
kota bekasi,bekasitimur,64.017,88.978,37.38,19.269,Built-up,0.154,0.113,36.233,2020,1,1,-6.2421,107.0191
bogor,sukaraja,103.344,198.038,33.22,276.337,Tree cover,0.634,1.706,39.281,2024,4,0,-6.5792,106.8408
Poso,pamonabarat,47.484,86.962,23.79,897.822,Unknown,0.69,6.997,25.987,2024,11,1,-1.9318,120.5167
jakarta timur,ciracas,61.712,121.704,35.73,53.48,Built-up,0.195,0.263,41.09,2023,2,0,-6.3339,106.8784
jakarta timur,cakung,35.165,58.466,39.58,7.969,Built-up,0.265,0.102,37.853,2022,10,0,-6.1885,106.9409
Mojokerto,ngoro,82.464,137.06,33.31,176.338,Unknown,0.604,4.655,31.537,2020,2,1,-7.5656,112.62
bekasi,sukatani,5.579,7.408,31.85,9.292,Cropland,0.475,0.08,25.152,2023,8,0,-6.1918,107.1559
bekasi,sukakarya,20.584,38.454,31.49,5.911,Cropland,0.647,0.05,37.815,2020,4,0,-6.1449,107.1856
Grobogan,toroh,30.548,66.41,31.03,52.75,Cropland,0.635,0.54,40.568,2022,4,1,-7.16,110.9192
bekasi,tambelang,15.794,34.972,31.28,5.555,Cropland,0.587,0.072,37.119,2023,4,0,-6.167,107.1273
Cilacap,wanareja,73.894,109.007,27.57,232.928,Unknown,0.685,3.055,37.705,2023,4,1,-7.306,108.6814
jakarta selatan,jagakarsa,24.895,48.363,32.77,57.304,Built-up,0.436,0.27,39.253,2024,6,0,-6.334,106.8224
kota bogor,tanahsareal,125.245,177.541,35.42,184.459,Built-up,0.389,0.639,38.935,2024,11,0,-6.5468,106.7855
Pasaman,lubuksikaping,46.859,90.61,24.89,856.235,Tree Cover,0.292,7.855,31.834,2023,10,1,0.1534,100.1275
bekasi,tarumajaya,26.047,80.221,35.6,2.309,Cropland,0.425,0.051,34.431,2021,10,0,-6.1219,106.9975
Sampang,omben,53.329,99.143,30.43179487179487,77.935,Unknown,0.407,1.122,38.039,2022,11,1,-7.107,113.3283
Banggai,batui,53.088,133.072,24.13,586.857,Unknown,0.642,5.586,33.093,2024,7,1,-1.1882,122.4408
kota tangerang,karangtengah,10.073,23.32,34.94,13.076,Built-up,0.344,0.156,36.845,2024,5,0,-6.2101,106.7097
Cilacap,cimanggu,45.33,71.437,28.67,182.48,Tree Cover,0.759,3.44,37.584,2020,4,1,-7.3105,108.8418
jakarta pusat,senen,10.75,25.443,39.69,10.007,Built-up,0.163,0.092,38.384,2021,11,0,-6.1842,106.8459
Kota Semarang,ngaliyan,73.782,133.857,31.411428571428576,94.078,Unknown,0.485,1.886,42.363,2021,1,1,-7.0001,110.3272
bogor,jasinga,20.636,43.989,28.3,163.412,Tree cover,0.783,1.993,35.951,2020,6,0,-6.4806,106.4559
Kendal,kangkung,110.023,146.768,32.0,7.054,Cropland,0.56,0.118,42.463,2021,2,1,-6.9124,110.1174
Aceh Timur,sungairaya,54.683,90.711,27.79,23.757,Unknown,0.592,0.435,38.76,2023,12,1,4.6661,97.8862
Kapuas Hulu,silathulu,70.958,102.077,28.36,196.767,Tree Cover,0.781,3.472,37.767,2021,3,1,0.2049,112.2244
jakarta utara,kelapagading,21.517,44.523,38.43,5.514,Built-up,0.264,0.062,37.559,2022,4,0,-6.161,106.9037
bogor,caringin,56.423,92.324,29.93,765.651,Tree cover,0.513,4.954,39.662,2020,1,0,-6.7366,106.866
jakarta selatan,mampangprapatan,23.854,74.441,40.32,21.604,Built-up,0.272,0.146,38.056,2022,9,0,-6.2523,106.821
Pati,sukolilo,61.37,92.358,26.33,91.599,Unknown,0.431,1.743,39.161,2023,2,1,-6.9356,110.8934
bekasi,cikarangpusat,38.513,74.222,34.27,34.68,Built-up,0.508,0.347,37.996,2024,3,0,-6.3596,107.1836
Batu Bara,medangderas,65.434,92.719,30.48,5.006,Unknown,0.433,0.085,39.225,2022,11,1,3.3788,99.3629
Cianjur,campaka,114.344,247.91,26.21,897.963,Tree Cover,0.748,4.18,31.584,2022,9,1,-7.0052,107.1122
bogor,pamijahan,69.366,118.011,27.11,827.34,Tree cover,0.715,5.169,38.656,2024,3,0,-6.6933,106.6596
jakarta selatan,jagakarsa,46.886,77.052,37.52,57.304,Built-up,0.388,0.27,40.568,2022,1,0,-6.334,106.8224
Cirebon,tengahtani,63.903,92.525,34.09,11.857,Unknown,0.41,0.234,39.42455555555556,2020,2,1,-6.6999,108.5238
Pinrang,patampanua,30.833,94.542,29.28,31.94,Unknown,0.488,0.442,36.192,2024,5,1,-3.7181,119.6994
tangerang,jambe,55.16,112.092,28.74,43.823,Tree cover,0.277,0.302,39.217,2023,2,0,-6.3238,106.4992
Kotawaringin Barat,kotawaringinlama,78.472,119.248,29.18,26.701,Unknown,0.66,0.22,31.857,2022,10,1,-2.4713,111.4168
tangerang selatan,ciputat,15.795,30.087,37.96,44.431,Built-up,0.355,0.212,38.967,2024,10,0,-6.3082,106.7277
Padang Pariaman,batanganai,62.42,101.883,31.56,169.303,Unknown,0.601,3.195,32.224,2022,9,1,-0.7532,100.3155
kota tangerang,periuk,29.643,39.29,41.34,12.531,Built-up,0.294,0.129,36.815,2020,10,0,-6.1675,106.5943
Brebes,jatibarang,21.959,39.578,33.75,12.617,Unknown,0.445,0.161,35.267,2021,4,1,-6.9461,109.0519
kota tangerang,ciledug,18.342,50.037,36.52,21.279,Built-up,0.341,0.132,36.691,2023,5,0,-6.2386,106.7059
Hulu Sungai Tengah,pandawan,43.091,67.974,29.05,10.76,Unknown,0.524,0.095,31.077,2022,2,1,-2.5516,115.3227
kota bogor,bogortimur,55.409,125.878,35.14,322.856,Built-up,0.518,1.429,37.578,2021,4,0,-6.6207,106.8264
tangerang,jayanti,26.401,35.122,31.51,18.626,Tree cover,0.525,0.144,37.732,2022,6,0,-6.2068,106.3983
kota tangerang,pinang,24.299,39.722,35.15,19.041,Built-up,0.408,0.132,37.599,2022,6,0,-6.2153,106.6662
Barru,taneteriaja,53.247,130.69,28.39,330.553,Unknown,0.532,5.064,36.887,2023,2,1,-4.5317,119.72
Kupang,fatuleubarat,16.842,90.615,29.26,212.785,Tree Cover,0.75,3.702,25.679,2021,4,1,-9.8584,123.7272
kota tangerang,periuk,31.31,73.569,37.87,12.531,Built-up,0.274,0.129,38.395,2021,12,0,-6.1675,106.5943
jakarta selatan,pesanggrahan,24.93,55.988,38.3,23.82,Built-up,0.323,0.178,38.908,2020,11,0,-6.2504,106.7587
kota tangerang,karangtengah,35.174,62.686,38.71,13.076,Built-up,0.368,0.156,37.929,2020,4,0,-6.2101,106.7097
Kota Bima,raba,25.451,39.327,28.35,273.131,Unknown,0.794,3.557,30.975,2024,2,1,-8.4575,118.8035
Grobogan,grobogan,65.239,115.104,33.39,116.136,Unknown,0.592,1.942,39.019,2021,11,1,-7.0143,110.9568
jakarta selatan,pancoran,24.672,80.183,41.1,25.372,Built-up,0.223,0.19,38.607,2022,9,0,-6.2553,106.8436
Aceh Timur,indramakmur,54.636,126.924,26.73,84.25,Tree Cover,0.516,0.968,38.162,2021,12,1,4.8686,97.5839
Tanah Laut,kintap,35.977,81.07,25.22,75.082,Tree Cover,0.589,1.358,33.666,2022,8,1,-3.7682,115.2176
Padang Pariaman,vkototimur,45.697,87.212,26.9,289.163,Unknown,0.732,3.428,31.051,2024,10,1,-0.4885,100.1884
kota bogor,tanahsareal,54.873,89.041,37.05,184.459,Built-up,0.25,0.639,38.039,2020,12,0,-6.5468,106.7855
kota bekasi,pondokgede,13.598,36.411,36.62,24.987,Built-up,0.342,0.142,38.861,2022,7,0,-6.2691,106.9299
tangerang,tigaraksa,50.825,79.092,33.15,29.506,Tree cover,0.619,0.225,38.177,2022,5,0,-6.2657,106.4673
Penajam Paser Utara,babulu,36.571,95.879,25.83,27.277,Tree Cover,0.578,0.458,31.073,2024,7,1,-1.4752,116.4458
jakarta pusat,menteng,23.324,59.592,39.31,10.741,Built-up,0.197,0.099,38.286,2022,12,0,-6.1958,106.8353
Aceh Tamiang,tamianghulu,23.156,46.279,26.85,371.132,Unknown,0.792,5.063,36.622,2022,1,1,4.1578,97.8477
Deli Serdang,namorambe,42.594,100.644,30.69,119.675,Tree Cover,0.773,0.782,31.81,2023,10,1,3.4421,98.6383
Karawang,cilebar,79.273,118.036,28.96,1.407,Unknown,0.087,0.048,39.568,2021,2,1,-6.133,107.4132
bekasi,cikarangutara,36.314,58.629,38.87,17.902,Built-up,0.405,0.13,39.085,2020,3,1,-6.2754,107.1556
Tegal,dukuhturi,46.156,61.795,32.9,8.518,Unknown,0.456,0.144,38.033,2023,1,1,-6.902,109.1072
bogor,ciomas,31.833,59.679,33.08,268.719,Built-up,0.509,1.946,35.381,2021,7,0,-6.6095,106.762
Kudus,kaliwungu,86.291,137.014,30.855,15.485,Unknown,0.531,0.301,38.604,2020,12,1,-6.79,110.7943
tangerang,sepatan,13.545,33.102,33.02,8.849,Built-up,0.454,0.052,34.958,2023,7,0,-6.1183,106.5801
Kota Bima,rasanaetimur,58.692,84.561,27.8,296.625,Tree Cover,0.706,3.954,34.064,2021,1,1,-8.4886,118.8222
Aceh Tenggara,bambel,53.355,120.078,26.03,848.137,Unknown,0.704,11.361,38.384,2021,8,1,3.439,97.9022
depok,sawangan,52.979,125.957,35.63,91.287,Tree cover,0.54,0.296,38.911,2021,9,0,-6.4067,106.7641
Sigi,palolo,70.255,115.614,23.11,1010.399,Tree Cover,0.797,6.447,32.942,2024,6,1,-1.1317,120.1326
depok,bojongsari,44.303,72.538,38.44,87.016,Built-up,0.494,0.265,40.384,2022,3,0,-6.3943,106.7378
jakarta utara,tanjungpriok,6.203,18.033,37.92,4.06,Built-up,0.163,0.101,36.955,2024,10,0,-6.1319,106.875
bogor,babakanmadang,65.357,85.736,33.52,501.913,Tree cover,0.596,5.001,36.935,2020,10,0,-6.5917,106.902
tangerang,sindangjaya,19.384,54.389,31.02,17.038,Tree cover,0.584,0.132,33.686,2024,7,0,-6.1689,106.4989
kota tangerang,pinang,31.272,70.023,37.87,19.041,Built-up,0.343,0.132,38.395,2021,12,0,-6.2153,106.6662
Serang,kibin,71.485,119.773,28.77,13.179,Cropland,0.34,0.123,39.319,2021,2,1,-6.1618,106.3157
kota bekasi,bekasitimur,32.918,58.063,39.95,19.269,Built-up,0.3,0.113,38.096,2022,3,0,-6.2421,107.0191
bekasi,cibitung,36.592,56.11,34.99,14.027,Cropland,0.507,0.106,39.074,2020,3,0,-6.2357,107.1004
jakarta barat,kalideres,68.471,118.009,39.42,5.258,Built-up,0.21,0.071,37.386,2020,1,1,-6.1346,106.7039
kota tangerang,karangtengah,33.625,73.876,38.69,13.076,Built-up,0.321,0.156,37.999,2023,11,0,-6.2101,106.7097
jakarta timur,makasar,65.929,86.761,36.62,25.658,Built-up,0.372,0.16,40.643,2024,11,0,-6.2663,106.8911
bekasi,babelan,11.424,31.873,36.66,3.768,Cropland,0.403,0.07,36.151,2023,12,0,-6.1257,107.0341
kota bekasi,mustikajaya,57.298,97.48,37.38,32.768,Built-up,0.258,0.179,39.066,2021,1,0,-6.3076,107.0166
jakarta pusat,kemayoran,71.921,120.964,39.51,6.168,Built-up,0.134,0.103,37.605,2020,1,0,-6.1627,106.8558
jakarta pusat,tanahabang,39.385,61.621,40.73,12.45,Built-up,0.289,0.13,38.65,2020,3,0,-6.2054,106.8094
bekasi,karangbahagia,40.461,78.873,32.2,10.334,Cropland,0.494,0.08,37.861,2022,1,0,-6.2172,107.197
tangerang,curug,57.584,109.559,40.39,30.753,Built-up,0.389,0.142,39.366,2021,11,0,-6.2426,106.5661
Rote Ndao,rotetengah,75.234,177.425,25.83,140.114,Tree Cover,0.652,2.01,32.70715873015873,2021,2,1,-10.7041,123.1539
kota bekasi,bekasiutara,26.143,38.235,40.03,13.259,Built-up,0.226,0.12,38.425,2021,3,0,-6.2074,107.0064
Aceh Utara,lhoksukon,16.98,40.567,31.83,12.599,Tree Cover,0.666,0.191,33.75,2023,9,1,5.0299,97.3594
kota tangerang,pinang,52.882,84.131,38.09,19.041,Built-up,0.391,0.132,37.68,2022,10,0,-6.2153,106.6662
